arxiv,state,mentioned,sites,values,targets,flag_cite_penoyre,flag_cite_paper_i_id,flag_prov,flag_prov_release,flag_hedge,flag_on_ruwe,flag_on_uwe
2406.16474,measured,0,0,,,0,0,0,0,0,0,0
2406.18184,measured,0,0,,,0,0,0,0,0,0,0
2406.18631,measured,0,0,,,0,0,0,0,0,0,0
2406.18638,measured,0,0,,,0,0,0,0,0,0,0
2406.18767,measured,1,0,,,0,0,0,0,0,0,0
2407.01037,measured,1,1,1.060,other,0,0,0,0,0,1,0
2407.02594,measured,1,0,,,0,0,0,0,0,0,0
2407.03284,measured,0,0,,,0,0,0,0,0,0,0
2407.04765,measured,1,1,1.4,other,0,0,0,0,0,1,0
2407.06257,measured,0,0,,,0,0,0,0,0,0,0
2407.06280,measured,0,0,,,0,0,0,0,0,0,0
2407.07187,measured,0,0,,,0,0,0,0,0,0,0
2407.10823,measured,1,4,1.4,fabricius|none|other,0,0,0,0,0,1,0
2407.12583,measured,1,1,1.4,other,0,0,0,0,0,1,0
2407.16760,measured,0,0,,,0,0,0,0,0,0,0
2407.18763,measured,0,0,,,0,0,0,0,0,0,0
2407.18828,measured,1,1,1.4,other,0,0,0,0,0,1,0
2407.19219,measured,1,0,,,0,0,0,0,0,0,0
2407.20949,measured,1,1,1,lindegren,0,0,0,0,0,1,0
2408.00725,measured,0,0,,,0,0,0,0,0,0,0
2408.01411,measured,0,0,,,0,0,0,0,0,0,0
2408.03985,measured,0,0,,,0,0,0,0,0,0,0
2408.04697,measured,0,0,,,0,0,0,0,0,0,0
2408.05423,measured,1,4,1.4|2.5|2.65|5.7,none|other,0,0,0,0,0,1,0
2408.10038,measured,0,0,,,0,0,0,0,0,0,0
2408.11511,measured,0,0,,,0,0,0,0,0,0,0
2408.13618,no_source,,,,,,,,,,,
2408.14694,measured,1,0,,,0,0,0,0,0,0,0
2408.17370,measured,0,0,,,0,0,0,0,0,0,0
2409.01371,measured,0,0,,,0,0,0,0,0,0,0
2409.01891,measured,0,0,,,0,0,0,0,0,0,0
2409.02468,measured,0,0,,,0,0,0,0,0,0,0
2409.04524,measured,1,1,1.002,none,0,0,0,0,1,1,0
2409.09563,measured,0,0,,,0,0,0,0,0,0,0
2409.10622,measured,0,0,,,0,0,0,0,0,0,0
2409.16992,measured,1,22,0.5|0.607|0.729|0.96|1|1.0|1.11|1.4|2|3.07|3.16|4.6|6.7|9,fabricius|none|other,0,0,1,0,1,1,0
2409.16993,measured,1,16,0.041|0.096|0.1|0.12|1.176|1.21|1.22|2|2.4|2.5|2.7,none|other,0,0,1,0,1,1,0
2410.00114,measured,0,0,,,0,0,0,0,0,0,0
2410.01625,measured,0,0,,,0,0,0,0,0,0,0
2410.02737,measured,0,0,,,0,0,0,0,0,0,0
2410.05654,measured,1,0,,,0,0,0,0,0,0,0
2410.05974,measured,1,1,2.0,gaia_generic,0,0,0,0,0,1,0
2410.06247,measured,0,0,,,0,0,0,0,0,0,0
2410.06335,measured,0,0,,,0,0,0,0,0,0,0
2410.06754,measured,0,0,,,0,0,0,0,0,0,0
2410.11037,measured,0,0,,,0,0,0,0,0,0,0
2410.11568,measured,0,0,,,0,0,0,0,0,0,0
2410.14372,measured,1,5,1.4,gaia_generic|none|other,0,0,0,0,1,1,0
2410.20194,measured,1,3,1.01|1.4,lindegren|other,0,0,0,1,0,1,0
2411.00088,measured,1,13,1.25|1.4|5.5,gaia_generic|none|other|penoyre,1,0,1,0,0,1,1
2411.03454,measured,0,0,,,0,0,0,0,0,0,0
2411.03994,measured,0,0,,,0,0,0,0,0,0,0
2411.09905,measured,0,0,,,0,0,0,0,0,0,0
2411.17819,measured,0,0,,,0,0,0,0,0,0,0
2412.05002,measured,0,0,,,0,0,0,0,0,0,0
2412.07840,measured,0,0,,,0,0,0,0,0,0,0
2412.08333,measured,1,2,1.9|7.6,none,0,0,0,0,0,1,0
2412.08465,measured,1,9,1.4,none|other,0,0,0,0,0,1,0
2501.02587,measured,1,2,1.3,other,0,0,0,0,0,1,0
2501.03844,measured,0,0,,,0,0,0,0,0,0,0
2501.06295,measured,1,29,0.9|1|1.0|1.03|1.06|1.1|1.16|1.2|1.33|1.4|1.48|1.5|1.8|5,lindegren|none|other,0,0,0,0,1,1,1
2501.08486,measured,1,6,1|1.4|2.5,belokurov|lindegren|none|other,0,0,0,0,1,1,0
2501.13656,measured,0,0,,,0,0,0,0,0,0,0
2501.13809,measured,1,2,1.2,none|other,0,0,0,0,0,1,0
2501.14025,measured,0,0,,,0,0,0,0,0,0,0
2501.14462,measured,1,17,1.25|1.4|2|8,none|other|penoyre,1,0,1,0,0,1,0
2501.14494,measured,1,3,1.4,gaia_generic|none,0,0,0,0,0,1,0
2501.14955,measured,1,1,1.4,other,0,0,0,0,0,1,0
2501.16554,measured,1,1,1.147,penoyre,1,0,0,0,0,1,0
2501.17236,measured,0,0,,,0,0,0,0,0,0,0
2501.18719,measured,1,5,0.2|1.0|1.2|1.4,none|other|penoyre,1,0,1,0,1,1,0
2502.01285,measured,0,0,,,0,0,0,0,0,0,0
2502.01910,measured,1,3,1.4,none|other,0,0,0,0,0,1,0
2502.08068,measured,1,3,1.0|1.4,none|other,0,0,1,0,0,1,0
2502.09373,measured,1,15,1.1|1.2|1.3|1.30|1.4|2.0,none|other,0,0,0,0,0,1,0
2502.12251,measured,0,0,,,0,0,0,0,0,0,0
2502.17319,measured,0,0,,,0,0,0,0,0,0,0
2502.17610,measured,0,0,,,0,0,0,0,0,0,0
2503.02657,measured,1,1,1.4,fabricius,0,0,0,0,0,1,0
2503.05160,measured,1,1,1.4,other,0,0,0,0,0,1,0
2503.07241,measured,0,0,,,0,0,0,0,0,0,0
2503.08286,measured,1,2,1.4|8,lindegren|other,0,0,0,0,1,1,0
2503.08583,measured,1,1,1.4,other,0,0,0,0,0,1,0
2503.13280,measured,0,0,,,0,0,0,0,0,0,0
2503.14605,measured,0,0,,,0,0,0,0,0,0,0
2503.15472,measured,0,0,,,0,0,0,0,0,0,0
2503.19536,measured,0,0,,,0,0,0,0,0,0,0
2503.19997,measured,0,0,,,0,0,0,0,0,0,0
2504.03303,measured,0,0,,,0,0,0,0,0,0,0
2504.05480,measured,0,0,,,0,0,0,0,0,0,0
2504.06362,measured,1,1,1.4,lindegren,0,0,0,0,0,1,0
2504.06415,measured,0,0,,,0,0,0,0,0,0,0
2504.06973,measured,1,1,1.4,other,0,0,0,0,0,1,0
2504.07569,measured,1,6,1|1.2|1.4,belokurov|none,0,0,1,0,0,1,0
2504.11528,measured,1,31,0.02|1|1.1|1.2|1.25|1.4|1.5|2|3,none|other|penoyre,1,0,1,0,0,1,0
2504.13997,measured,0,0,,,0,0,0,0,0,0,0
2504.19616,measured,0,0,,,0,0,0,0,0,0,0
2504.19866,measured,1,0,,,0,0,0,0,0,0,0
2504.20475,measured,0,0,,,0,0,0,0,0,0,0
2505.01470,measured,0,0,,,0,0,0,0,0,0,0
2505.03085,measured,1,1,1.4,other,0,0,0,0,0,1,0
2505.03716,measured,1,1,1.4,fabricius,0,0,0,0,1,1,0
2505.04106,measured,0,0,,,0,0,0,0,0,0,0
2505.04398,measured,0,0,,,0,0,0,0,0,0,0
2505.08109,no_source,,,,,,,,,,,
2505.10123,measured,1,2,1.09|1.11,lindegren,0,0,1,0,1,1,0
2505.12563,measured,1,6,1.012|1.039|1.4|2.969|3.121,other,0,0,0,1,0,1,0
2505.12895,measured,0,0,,,0,0,0,0,0,0,0
2505.12945,measured,1,0,,,0,0,0,0,0,0,0
2506.00493,measured,0,0,,,0,0,0,0,0,0,0
2506.02763,measured,1,1,1.4,lindegren,0,0,0,0,0,1,0
2506.02956,measured,0,0,,,0,0,0,0,0,0,0
2506.05094,measured,0,0,,,0,0,0,0,0,0,0
2506.07499,measured,1,3,1.4|2,other,0,0,0,0,0,1,0
2506.07845,measured,0,0,,,0,0,0,0,0,0,0
2506.16513,measured,1,1,1.4,none,0,0,0,0,0,1,0
2506.17861,measured,1,1,1.4,penoyre,1,0,0,0,0,1,0
2506.18708,measured,0,0,,,0,0,0,0,0,0,0
2506.18961,measured,0,0,,,0,0,0,0,0,0,0
2506.19933,measured,1,1,1.4,gaia_generic,0,0,0,0,0,1,0
2506.21768,measured,1,2,1.4,none|other,0,0,0,0,0,1,0
2506.22399,measured,1,3,1.4,other|penoyre,1,0,0,0,1,1,0
2506.22635,measured,0,0,,,0,0,0,0,0,0,0
2507.01798,measured,0,0,,,0,0,0,0,0,0,0
2507.01855,measured,1,1,0.981,none,0,0,0,0,0,1,0
2507.08266,measured,0,0,,,0,0,0,0,0,0,0
2507.09622,measured,1,0,,,0,0,0,0,0,0,0
2507.13177,measured,1,11,1.1|1.2|1.3,belokurov|none|other|penoyre,1,0,1,0,0,1,0
2507.13783,measured,1,4,1.25|2.4,none|other|penoyre,1,0,0,0,0,1,0
2507.14433,measured,0,0,,,0,0,0,0,0,0,0
2507.15924,measured,0,0,,,0,0,0,0,0,0,0
2507.15936,measured,1,1,1.4,lindegren,0,0,0,0,1,1,0
2507.19273,measured,1,1,1.3,other,0,0,0,0,0,1,0
2508.01127,measured,1,2,1.4,lindegren|other,0,0,0,0,0,1,0
2508.01596,measured,0,0,,,0,0,0,0,0,0,0
2508.03019,measured,0,0,,,0,0,0,0,0,0,0
2508.05233,measured,0,0,,,0,0,0,0,0,0,0
2508.08364,measured,1,3,1.1|1.4,lindegren|other,0,0,0,0,0,1,0
2508.08374,measured,1,0,,,0,0,0,0,0,0,0
2508.08699,measured,0,0,,,0,0,0,0,0,0,0
2508.09845,measured,1,1,1.4,fabricius,0,0,0,1,1,1,0
2508.14875,measured,1,1,1.4,none,0,0,0,0,0,1,0
2508.16421,measured,0,0,,,0,0,0,0,0,0,0
2508.16717,measured,1,1,1.4,belokurov,0,0,0,0,0,1,0
2508.19509,measured,0,0,,,0,0,0,0,0,0,0
2509.01933,measured,0,0,,,0,0,0,0,0,0,0
2509.03361,measured,1,1,1.4,other,0,0,0,1,0,1,0
2509.04555,measured,0,0,,,0,0,0,0,0,0,0
2509.09348,measured,0,0,,,0,0,0,0,0,0,0
2509.11565,measured,0,0,,,0,0,0,0,0,0,0
2509.13412,measured,1,5,1.2|1.4|1.5|2.08,none|other,0,0,1,0,0,1,0
2509.13413,measured,0,0,,,0,0,0,0,0,0,0
2509.19492,measured,0,0,,,0,0,0,0,0,0,0
2509.21643,measured,0,0,,,0,0,0,0,0,0,0
2509.22770,measured,0,0,,,0,0,0,0,0,0,0
2509.26132,measured,0,0,,,0,0,0,0,0,0,0
2510.00102,measured,0,0,,,0,0,0,0,0,0,0
2510.02509,measured,1,0,,,0,0,0,0,0,0,0
2510.08390,measured,1,1,0.934,none,0,0,0,0,0,1,0
2510.13288,measured,1,1,1.4,other,0,0,0,0,0,1,0
2510.14927,measured,1,3,1.24|1.25,other,0,0,0,0,0,1,0
2510.18343,measured,1,0,,,0,0,0,0,0,0,0
2510.19810,measured,1,2,1.4,lindegren_tn|other,0,0,0,0,1,1,0
2511.02539,measured,1,3,1.4,none|other,0,0,0,0,0,1,0
2511.04673,measured,1,2,1.2,belokurov|none,0,0,1,0,0,1,0
2511.07554,measured,1,4,0.05|1.4,fabricius|none|other,0,0,0,0,1,1,0
2511.15610,measured,1,3,1.4,gaia_generic|lindegren|other,0,0,1,0,0,1,0
2511.20923,measured,1,1,1.4,fabricius,0,0,0,0,0,1,0
2511.23368,measured,1,2,1.01,fabricius|other,0,0,0,0,0,1,0
2512.02116,measured,0,0,,,0,0,0,0,0,0,0
2512.02135,measured,1,1,1.4,gaia_generic,0,0,0,1,0,1,0
2512.08932,measured,0,0,,,0,0,0,0,0,0,0
2512.10616,measured,0,0,,,0,0,0,0,0,0,0
2512.25002,measured,1,1,1.3,none,0,0,0,0,0,1,0
2601.02054,measured,1,1,5.55,fabricius,0,0,0,0,1,1,0
2601.02250,measured,1,0,,,0,0,0,0,0,0,0
2601.03810,measured,1,0,,,0,0,0,0,0,0,0
2601.05006,measured,0,0,,,0,0,0,0,0,0,0
2601.05387,measured,1,5,1.4|2|7|9.9,none|other,0,0,0,0,1,1,0
2601.07184,measured,1,2,1.4,lindegren|none,0,0,0,0,0,1,0
2601.09671,measured,1,4,1.4|1.573|1.995|5.021,fabricius|other,0,0,1,0,0,1,0
2601.10099,measured,0,0,,,0,0,0,0,0,0,0
2601.11191,measured,1,1,8.65,other,0,0,0,0,0,1,0
2601.14367,measured,1,1,1.4,other,0,0,1,0,0,1,0
2601.19870,measured,0,0,,,0,0,0,0,0,0,0
2602.02910,measured,1,2,1.2|1.4,gaia_generic,0,0,0,0,0,1,0
2602.04661,measured,1,1,1.44,other,0,0,0,0,0,1,0
2602.04964,measured,0,0,,,0,0,0,0,0,0,0
2602.20096,measured,1,9,1.2|1.4,gaia_generic|lindegren|none|other,0,0,1,0,0,1,0
2603.00229,measured,1,3,1.4|4.309,lindegren|none|other,0,0,0,0,0,1,0
2603.02327,measured,1,1,1.4,lindegren,0,0,0,0,0,1,0
2603.10481,measured,0,0,,,0,0,0,0,0,0,0
2603.11994,measured,1,1,3,none,0,0,0,0,0,1,0
2603.25787,measured,1,2,0.94|2,none|penoyre,1,0,0,0,0,1,0
